word,pos_symbol,pos_word,meaning,sentiment score,sentiment
lihí’,VB,verb,"to forbid, to disapprove.",-0.318,Negative
likáw,VB,verb,"to shun, to avoid, to detour.",-0.296,Negative
likay,VB,verb,to avoid by moving suddenly out of the way ; to dodge,-0.296,Negative
likay,VB,verb,to escape ; to slip away ; to evade ; to elude,0.178,Positive
likay,VB,verb,to avoid ; to keep away from; to keep clear of; to shun,0.103,Positive
líkday,VB,verb,"to step to one side to allow another to pass, to make way, to step aside.",0.226,Positive
líkido,NN,noun,liquid.,0.0,Neutral
líki’,VB,verb,"to bound, to spring, to leap with grace.",0.421,Positive
likod,NN,noun,( anatomy ) back,0.0,Neutral
líksi,VB,verb,"to jump around, to leap.",0.0,Neutral
likúd,NN,noun,back.,0.0,Neutral
likúm,VB,verb,"to hide a secret, to conceal.",-0.178,Negative
likú’,VB,verb,"to turn the corner, to turn a street corner.",0.0,Neutral
líla,JJ,adjective,"violet, lavender.",0.0,Neutral
limá,CD,numeral,five;  fifth.,0.0,Neutral
límbung,NN,noun,"lie, deceit.",-0.459,Negative
límbung,VB,verb,"to cheat, to deceive, to double-cross.",-0.691,Negative
limitádo,JJ,adjective,limited.,-0.226,Negative
limpyabúta,NN,noun,bootblack.,0.0,Neutral
límug,VB,verb,to gargle.,0.0,Neutral
limús,NN,noun,"alm, donation.",0.0,Neutral
limús,VB,verb,"to give alms, to donate.",0.0,Neutral
límut,VB,verb,to forget.,-0.226,Negative
límyo,JJ,adjective,"clean, spotless, in order.",0.402,Positive
límyo,VB,verb,"to clean, to put in order.",0.402,Positive
linábhan,NN,noun,washed clothes.,0.0,Neutral
línas,VB,verb,"to thresh as of rice, to trample upon.",0.0,Neutral
línas,NN,noun,thresher.,0.0,Neutral
linaw,NN,noun,lake ; pond synonym: lim-aw,0.0,Neutral
linaw,VB,verb,to be calm ; to be peaceful,0.67,Positive
línaw,NN,noun,"brook, stream.",0.0,Neutral
língas,VB,verb,"to distract, to confuse, to upset, to make noise.",-0.691,Negative
lingáw,VB,verb,"to distract, to bother, to amuse, to relax.",0.25,Positive
lingáw,JJ,adjective,"noisy, bothersome, distracting.",-0.637,Negative
linggánay,NN,noun,bell.,0.0,Neutral
línghud,JJ,adjective,"of plants, young, new.",0.0,Neutral
língin,JJ,adjective,"dizzy, round.",-0.226,Negative
língin,VB,verb,"to be dizzy, to have nausea, to feel the head spinning.",-0.226,Negative
lingkoranan,NN,noun,chair synonym: siya,0.0,Neutral
língkud,VB,verb,to sit down.,0.0,Neutral
língling,VB,verb,"to peep through a small hole, to observe secretly through an aperture.",0.0,Neutral
linog,NN,noun,earthquake,0.0,Neutral
líntak,VB,verb,to emit a clicking sound.,0.0,Neutral
linti,NN,noun,lightning synonym: kilat,0.0,Neutral
líntuk,NN,noun,bran.,0.0,Neutral
línug,NN,noun,earthquake.,0.0,Neutral
línug,VB,verb,"to have an earthquake, to shake like an earthquake.",0.202,Positive
linúng,JJ,adjective,"calm, silent, peaceful.",0.67,Positive
liog,NN,noun,( anatomy ) neck,0.0,Neutral
lipák,NN,noun,"stick, small twig.",0.0,Neutral
lípas,VB,verb,to pass by as of time.,0.0,Neutral
lipát,VB,verb,"to forget, to lose the memory.",-0.557,Negative
lipay,JJ,adjective,happy ; glad,0.772,Positive
lipay,VB,verb,to gladden,0.0,Neutral
lipay,VB,verb,to be happy,0.572,Positive
lípay,NN,noun,"happiness, joy, delight.",0.906,Positive
lípay,VB,verb,"to be delighted, to feel happy.",0.791,Positive
lípun,VB,verb,"to screen, to conceal, to hide.",-0.178,Negative
lípung,VB,verb,"to faint, to fall unconscious.",0.0,Neutral
líp’ut,NN,noun,"shortness, brevity.",0.0,Neutral
líp’ut,JJ,adjective,"short, brief, curtailed.",0.0,Neutral
lísang,VB,verb,"to be terrified, to be frightened, to be shocked.",-0.848,Negative
lisénsya,NN,noun,"license, permission.",0.0,Neutral
lisénsya,VB,verb,to ask permission.,0.0,Neutral
lísi,VB,verb,to look about curiously or searchingly.,0.0,Neutral
lisík,VB,verb,to fly like chips of wood.,0.361,Positive
lísngadlísngad,VB,verb,"to linger, to tarry, to delay.",-0.318,Negative
liso,NN,noun,seed synonym: busol,0.0,Neutral
lísta,NN,noun,"list, roll.",0.0,Neutral
lísta,VB,verb,"to list down, to enlist, to enroll.",0.0,Neutral
lístun,NN,noun,"ribbon trimming, shoe string.",0.0,Neutral
lísu,NN,noun,seed.,0.0,Neutral
lisúd,JJ,adjective,"hard, difficult.",-0.44,Negative
lisúd,NN,noun,"distress, hardship, difficulty.",-0.796,Negative
lísu’,VB,verb,"to turn about, to be awry.",0.0,Neutral
litík,VB,verb,"to crack, to split, to have a flaw.",0.0,Neutral
lítra,NN,noun,letter of the alphabet.,0.0,Neutral
lítro,NN,noun,liter measure.,0.0,Neutral
litsúgas,NN,noun,lettuce.,0.0,Neutral
lítsun,NN,noun,whole pig roasted on live coal pit.,0.0,Neutral
lítsun,VB,verb,to roast a whole pig.,0.0,Neutral
lítun,VB,verb,"to migrate, to transfer, to move.",0.0,Neutral
liwáliwá,VB,verb,"to relax, to take a vacation.",0.44,Positive
liwán,VB,verb,"to do again, to repeat, to remodel.",0.0,Neutral
liwát,RB,adverb,"again, repeatedly.",0.0,Neutral
liwát,VB,verb,"to do over, to remodel, to repeat.",0.0,Neutral
liyón,NN,noun,lion.,0.0,Neutral
lí’ug,NN,noun,neck.,0.0,Neutral
lóbo,NN,noun,balloon.,0.0,Neutral
lólo,NN,noun,grandfather.,0.0,Neutral
lomot,NN,noun,moss ( plants of the division bryophyta ),0.0,Neutral
lóte,NN,noun,"piece of land, lot.",0.0,Neutral
luab,NN,noun,collar,0.0,Neutral
luab,VB,verb,to grasp by the collar,0.0,Neutral
lubád,VB,verb,"to solve, to translate, to interpret.",0.202,Positive
lúbag,VB,verb,"to twist, to wring, to twist and pull.",0.0,Neutral
lubhá’,JJ,adjective,"serious, grave.",-0.44,Negative
lubhá’,VB,verb,"to be seriously ill, to get worse.",-0.765,Negative
lúbha’,VB,verb,"to cheat, to betray.",-0.802,Negative
lubi,NN,noun,coconut,0.0,Neutral
lubí,NN,noun,coconut.,0.0,Neutral
lúbid,NN,noun,"rope, string.",0.0,Neutral
lúbid,VB,verb,"to entwine, to make into a rope or string.",0.0,Neutral
lubong,NN,noun,burial,0.0,Neutral
lubúg,JJ,adjective,"murky, turbid.",0.0,Neutral
lubúg,VB,verb,to become murky.,0.0,Neutral
lubúng,NN,noun,"burial, crypt.",0.0,Neutral
lubúng,VB,verb,"to bury, to inter.",0.0,Neutral
lugár,NN,noun,"place, site, location.",0.0,Neutral
lúgdang,VB,verb,"to sink, to disappear under the water.",-0.226,Negative
lúgpay,VB,verb,"to mollify, to soothe, to counsel.",0.361,Positive
lugpitan,NN,noun,"press , vice , clamp",0.0,Neutral
lugúm,NN,noun,dye.,0.0,Neutral
lugúm,VB,verb,"to dye, to color with dye.",0.0,Neutral
lúgus,VB,verb,"to force to submit, to violate, to grab, to rape.",-0.836,Negative
luha,NN,noun,tear,0.0,Neutral
lúha’,NN,noun,tear.,0.0,Neutral
luhod,VB,verb,to kneel,0.0,Neutral
lúhu,JJ,adjective,"dressed up, elegant.",0.477,Positive
luhúd,VB,verb,to kneel down.,0.0,Neutral
lukát,VB,verb,"to pull or dig out together with the roots, to uproot.",0.0,Neutral
lúksu,VB,verb,"to jump, to leap, to jump over.",0.0,Neutral
lukú,VB,verb,"of dogs, to lie down with front legs bent under.",0.0,Neutral
lúku,VB,verb,"to cheat, to trick.",-0.494,Negative
lúkut,VB,verb,"to wind up, to roll, to crumple.",0.0,Neutral
lulus,VB,verb,unwind,0.0,Neutral
lulú’,JJ,adjective,"gentle, kind, meek, tender.",0.743,Positive
lumáy,NN,noun,"love potion, charm.",0.784,Positive
lumáy,VB,verb,"to entice, to attract strongly, to give a love potion.",0.832,Positive
lúmba’,NN,noun,"race, contest.",0.0,Neutral
lúmba’,VB,verb,"to have a race, to hold a contest.",0.0,Neutral
lumilaw,VB,verb,doze,0.0,Neutral
lúming,JJ,adjective,"flabby, feeble, limp.",-0.296,Negative
lúmpag,VB,verb,"to destroy, to demolish.",-0.542,Negative
lúmpat,VB,verb,"to jump, to leap, to dive down.",0.0,Neutral
lumús,VB,verb,to drown.,-0.572,Negative
lúmut,NN,noun,moss.,0.0,Neutral
lumúy,VB,verb,to put into the mouth and swallow down as of a pill.,0.0,Neutral
lunang,NN,noun,mud,0.0,Neutral
lunangon,JJ,adjective,muddy,0.0,Neutral
lúnes,NN,noun,monday.,0.0,Neutral
lunggú’,VB,verb,to knock or push against especially the head.,0.0,Neutral
lungíb,NN,noun,cave.,0.0,Neutral
lungsod,NN,noun,town synonym: banwa,0.0,Neutral
lungsod,NN,noun,anthill,0.0,Neutral
lungúlúngu,VB,verb,to shake the head for negation or disapproval.,-0.178,Negative
lungún,NN,noun,"bier, crypt.",0.0,Neutral
lúnhaw,JJ,adjective,green.,0.0,Neutral
lúnsay,RB,adverb,"steady, stable.",0.296,Positive
lúntad,VB,verb,"to live, to reside, to emigrate.",0.0,Neutral
lúnud,VB,verb,"to be inferior to, to be unbecoming, to sink.",-0.402,Negative
lupád,VB,verb,"to fly, to soar in the air.",0.0,Neutral
lúpig,VB,verb,"to oppress, to overpower, to side with.",0.0,Neutral
lupúg,JJ,adjective,crippled.,0.0,Neutral
lupúk,VB,verb,"to burst, to blow-out, to erupt.",0.0,Neutral
lupút,VB,verb,"to have loose bowel movement, to have diarrhea.",-0.318,Negative
lúpyak,VB,verb,to form a small depression in the ground.,-0.572,Negative
lúp’ug,VB,verb,to sit or squat down with legs turned to one side as resting animals.,0.0,Neutral
lusád,VB,verb,"to alight, to land, to disembark.",0.0,Neutral
lúspad,JJ,adjective,"wan, pale in face.",0.0,Neutral
lúspad,VB,verb,"to be pale or wan, to turn pale.",0.0,Neutral
lusút,VB,verb,"to emerge, to pass, to go through, to pierce.",0.0,Neutral
lús’aw,JJ,adjective,"faded, discolored.",0.0,Neutral
lús’aw,VB,verb,"to fade, to run in color, especially of cloth.",0.0,Neutral
luta,VB,verb,dislocate,0.0,Neutral
luták,NN,noun,clay.,0.0,Neutral
lutás,VB,verb,"to wean, to detach affection for something longed for.",0.527,Positive
lutáw,JJ,adjective,"famous, big, afloat, popular.",0.421,Positive
lutáw,VB,verb,"to float, to be famous, to be well-known.",0.0,Neutral
lúthang,VB,verb,"to shoot to death, to fire a gun.",-0.878,Negative
lútu,VB,verb,"to mourn, to wear the black mourning attire.",-0.691,Negative
lútus,VB,verb,"to surpass, to outdo, to run after, to defeat.",-0.459,Negative
lútu’,NN,noun,"cooked food, prepared food.",0.226,Positive
lútu’,JJ,adjective,"cooked, ripe.",0.0,Neutral
lútu’,VB,verb,"to cook, to mature, to ripen.",0.421,Positive
luwág,NN,noun,"ladle, a native deep-bowled spoon used in cooking made from hard skin of the coconut and long bamboo handle.",-0.103,Negative
luwás,CC,conjunction,"aside from, except, outside of.",0.0,Neutral
luwás,VB,verb,"to free, to redeem, to save.",0.758,Positive
luy-a,NN,noun,ginger ( zingiber officinale ),0.0,Neutral
luy-a,NN,noun,rhizome of this plant,0.0,Neutral
lúya,JJ,adjective,"decrepit, weak, frail.",-0.44,Negative
lúya,VB,verb,"to become weak, to lose strength.",-0.34,Negative
lúyag,VB,verb,"to want, to desire, to like.",0.67,Positive
lúyluy,VB,verb,"to hand down, to droop.",0.494,Positive
luyú,RB,adverb,"by, near, beside.",0.0,Neutral
lúy’a,NN,noun,ginger.,0.0,Neutral
lú’ad,VB,verb,"to spit out, to throw out of the mouth.",0.0,Neutral
lú’gu’,VB,verb,to shake.,-0.178,Negative
lú’uy,VB,verb,"to have mercy, to have compassion for.",0.67,Positive
ma-…-an,VB,verbal affix,proposed action affix of the  verb for benefactive-locative focus.,0.0,Neutral
maagol,JJ,adjective,"lazy , indolent , idle",-0.361,Negative
maalam,JJ,adjective,"learned , clever , wise",0.727,Positive
maalam,JJ,adjective,"scholarly , erudite",0.0,Neutral
maalwan,JJ,adjective,generous,0.511,Positive
maalwan,JJ,adjective,"graceful synonyms: mahim-ong , mahinhin",0.459,Positive
maambas,JJ,adjective,expensive or wasteful,0.0,Neutral
maambong,JJ,adjective,nice,0.421,Positive
maambong,JJ,adjective,"gorgeous , lovely",0.832,Positive
maambong,JJ,adjective,"decent , modest , or proper",0.0,Neutral
maanghit,JJ,adjective,smelling like a goat,0.361,Positive
maantod,JJ,adjective,( of food ) burned or scorched ; fetid,0.0,Neutral
maanyag,JJ,adjective,"beautiful , seemly , pretty",0.796,Positive
maaslum,JJ,adjective,sour,0.0,Neutral
maayo,JJ,adjective,good,0.44,Positive
maayo-ayo,JJ,adjective,"beautiful , seemly , pretty",0.796,Positive
maayo-ayo,JJ,adjective,"nice , engaging",0.637,Positive
mabahaw,JJ,adjective,"stale , old",0.0,Neutral
mabalong,VB,verb,to get drunk ; to intoxicate synonym: mahubog,-0.34,Negative
mabangis,JJ,adjective,"fierce , ferocious",-0.103,Negative
mabangis,JJ,adjective,inhuman,0.0,Neutral
mabangis,JJ,adjective,"brutal , cruel synonym: mapintas",-0.836,Negative
mabangis,JJ,adjective,violent synonym: makahas,-0.599,Negative
mabasa,JJ,adjective,damp ; moist ; dank ; humid,0.0,Neutral
mabaskug,JJ,adjective,loud synonym: magansal,0.0,Neutral
mabaskug,JJ,adjective,"strong synonyms: mabakud , makusug",0.511,Positive
mábdus,VB,verb,to be pregnant.,0.0,Neutral
mabinantayon,JJ,adjective,watchful,0.0,Neutral
mabug-at,JJ,adjective,heavy,0.0,Neutral
mabulakon,JJ,adjective,"flowery , to smell of flowers",0.0,Neutral
mabulakon,JJ,adjective,full of flowers,0.0,Neutral
madali,JJ,adjective,"quick , immediate synonym: madasig",0.0,Neutral
madanlog,JJ,adjective,"elusive , or slippery",0.0,Neutral
mádre,NN,noun,"nun, catholic nun.",0.0,Neutral
maduyug,JJ,adjective,attracted,0.421,Positive
maduyug,JJ,adjective,"biased , prejudiced , predisposed",-0.612,Negative
maganas,JJ,adjective,"tasteless , insipid antonym: marabó",-0.459,Negative
magarot,JJ,adjective,"noisy , boisterous",-0.178,Negative
magarot,JJ,adjective,gabbling,0.0,Neutral
magarot,JJ,adjective,"dense , crowded",0.0,Neutral
magá’,VB,verbal affix,proposed action affix of the  verb.,0.0,Neutral
magbukal,VB,verb,"to seethe , to bubble , to produce foam synonym: magbula",0.0,Neutral
magbulig,VB,verb,"to aid , to help",0.402,Positive
magdamgo,VB,verb,to dream,0.25,Positive
maghatag sing kinahanglan,VB,verb,supply,0.0,Neutral
mágka-,VB,verbal affix,designating possibility of a reciprocal action to happen.,0.0,Neutral
mágpa-,VB,verbal affix,designating causation of action by the actor.,0.0,Neutral
maǵpang-,VB,verbal affix,magpanghilám’-us akú.,0.0,Neutral
maguláng,NN,noun,"older sibling, older in age.",0.0,Neutral
mág’an,JJ,adjective,"light, trivial, cheerful.",0.527,Positive
mag’asáwa,NN,noun,married couple.,0.0,Neutral
mahagup,JJ,adjective,"tame , docile , gentle",0.44,Positive
mahál,JJ,adjective,"expensive, dear, cherished.",0.71,Positive
mahímo,VB,verb,"to be possible, to be feasible.",0.0,Neutral
mahubog,VB,verb,to get drunk ; to intoxicate synonym: mabalong,-0.34,Negative
maidlak,JJ,adjective,glittering or sparkling,0.296,Positive
maingol,JJ,adjective,"rare , scarce",0.0,Neutral
mainit,JJ,adjective,hot antonym: malamig,0.0,Neutral
mainpolon,JJ,adjective,round,0.0,Neutral
mais,NN,noun,maize ; corn,0.0,Neutral
maitum,JJ,adjective,black,0.0,Neutral
maká-,VB,verbal affix,proposed action affix of the  verb for actor focus.,0.0,Neutral
makakululba,JJ,adjective,"intimidating , disconcerting",-0.44,Negative
makakululba,JJ,adjective,causing nervousness or shyness,-0.542,Negative
maka’áku’,NN,noun,"god, the almighty.",0.273,Positive
makiná,NN,noun,"machine, motor.",0.0,Neutral
makinílya,NN,noun,typewriter.,0.0,Neutral
makinílya,VB,verb,to type.,0.0,Neutral
mákut,VB,verb,"to make a fire, to begin to burn, to start to blaze.",-0.34,Negative
malá,JJ,adjective,dry.,0.0,Neutral
malá,VB,verb,"to become dry, to evaporate.",0.0,Neutral
maléta,NN,noun,"piece of baggage, luggage.",0.0,Neutral
malipayon,JJ,adjective,happy,0.572,Positive
malolot,JJ,adjective,"affectionate , tender",0.44,Positive
málu,VB,verb,"to give an alarm, to crow as of cocks.",-0.34,Negative
mamaw,NN,noun,"elf ; goblin ; sprite ; fairy ; ghost ; etc. synonyms: mamamáhoy , tamáo , tumáo , kamâkamâ",-0.318,Negative
mán,RP,particle,"also, too.",0.0,Neutral
man-og,NN,noun,snake,0.0,Neutral
mananap,NN,noun,animal synonym: hayop,0.0,Neutral
manang,NN,noun,eldest sister,0.0,Neutral
manang,NN,noun,elder sister ; big sister,0.0,Neutral
manang,NN,noun,term of address for an elder sister or the eldest sister : big sis,0.0,Neutral
manang,NN,noun,"term of address for any woman older than the speaker, not necessarily an elderly woman : ma'am",0.0,Neutral
mánang,NN,noun,respect term for a lady older than the speaker.,0.477,Positive
manay,NN,noun,( familiar ) eldest sister,0.0,Neutral
manay,NN,noun,( familiar ) term of address for the eldest sister : big sis,0.0,Neutral
mándo,NN,noun,"command, announcement.",0.0,Neutral
mándo,VB,verb,"to rule, to lead, to command, to announce.",0.0,Neutral
maného,VB,verb,"to manipulate, to drive a car.",0.0,Neutral
mangá,RP,particle,marker.,0.0,Neutral
mángga,NN,noun,mango.,0.0,Neutral
mánggad,NN,noun,"wealth, property.",0.494,Positive
mánggad,JJ,adjective,"rich, landed, wealthy.",0.727,Positive
mánghud,NN,noun,"younger sibling, term used for people younger in age than the speaker.",0.0,Neutral
mangín,VB,verbal affix,"to become, to be like.",0.361,Positive
mangingísda’,NN,noun,fisherman.,0.0,Neutral
mango,NN,noun,( derogatory ) idiot,-0.511,Negative
mango,JJ,adjective,"stupid , foolish",-0.67,Negative
mangungúma,NN,noun,farmer.,0.0,Neutral
mangú’,JJ,adjective,"unlettered, ignorant.",-0.273,Negative
maní,NN,noun,peanut.,0.0,Neutral
manínay,NN,noun,godmother.,0.0,Neutral
manipis,JJ,adjective,thin antonym: madamol,0.0,Neutral
manok,NN,noun,chicken,0.0,Neutral
manol,JJ,adjective,ignorant,-0.273,Negative
manol,NN,noun,ignoramus,-0.44,Negative
manong,NN,noun,eldest brother,0.0,Neutral
manong,NN,noun,term of address for the eldest brother : big bro,0.0,Neutral
manoy,NN,noun,( familiar ) eldest brother,0.0,Neutral
manoy,NN,noun,( familiar ) term of address for the eldest brother : big bro,0.0,Neutral
mansánas,NN,noun,apple.,0.0,Neutral
mantíka’,NN,noun,"cooking oil, shortening.",0.0,Neutral
mantikílya,NN,noun,butter.,0.0,Neutral
mántil,NN,noun,tablecloth.,0.0,Neutral
mántsa,NN,noun,"stain, spot.",0.0,Neutral
mántsa,VB,verb,"to stain, to mark.",0.0,Neutral
mántu’,NN,noun,veil used by women in church.,0.0,Neutral
manúg-,NN,noun formative,noun formative affix designating a type of job or work.,0.0,Neutral
manúk,NN,noun,chicken.,0.0,Neutral
mánung,NN,noun,respect term for men older than the speaker.,0.477,Positive
manyíka’,NN,noun,doll.,0.0,Neutral
mán’ug,NN,noun,"snake, serpent.",0.0,Neutral
mápa,NN,noun,map.,0.0,Neutral
mapait,JJ,adjective,bitter,-0.421,Negative
mapiguson,JJ,adjective,harsh,-0.44,Negative
mapinatopatoon,JJ,adjective,"creative , imaginative , inventive",0.44,Positive
mapinatuboon,JJ,adjective,"( of soil ) good , fertile , productive",0.44,Positive
marabo,JJ,adjective,"tasty , savoury antonym: maganás",0.0,Neutral
maragomo,JJ,adjective,short with someone,0.0,Neutral
maramig,JJ,adjective,"cold , stiff",0.0,Neutral
marásmas,VB,verb,to become wide awake.,0.0,Neutral
marinéro,NN,noun,sailor.,0.0,Neutral
márka,NN,noun,"brand, mark, label.",0.0,Neutral
mármul,NN,noun,marble.,0.0,Neutral
márso,NN,noun,march.,0.0,Neutral
mártes,NN,noun,tuesday.,0.0,Neutral
martílyu,NN,noun,hammer.,0.0,Neutral
martír,NN,noun,martyr.,0.0,Neutral
mártsa,NN,noun,"march, drill practice.",0.0,Neutral
mártsa,VB,verb,"to march, to drill.",0.0,Neutral
maskará,NN,noun,mask.,0.0,Neutral
maskará,VB,verb,to wear a mask.,0.0,Neutral
máskin,CC,conjunction,"even if, even though, as long as.",0.0,Neutral
masyádo,RB,adverb,"too much, in excess.",0.0,Neutral
mata,NN,noun,eye.,0.0,Neutral
mata,VB,verb,to awaken.,0.0,Neutral
mata,NN,noun,( anatomy ) eye ( organ ),0.0,Neutral
mataas,JJ,adjective,"elevated , high , lofty , ranking , tall synonyms: matatáas , matangkad",0.0,Neutral
matadéro,NN,noun,butcher.,0.0,Neutral
matahum,JJ,adjective,"beautiful , seemly , pretty",0.796,Positive
matalaw,JJ,adjective,"cowardly , scared , timid",-0.758,Negative
matam-is,JJ,adjective,sweet,0.459,Positive
matápan,NN,noun,"flat , level , plain",0.0,Neutral
matárung,NN,noun,"reason, cause.",0.0,Neutral
