word,definition,language,link,source
linggóhot,"To go or walk about in all directions, disperse (as a crowd, etc. paninggóhot, sarumbálì).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linggohot/,PinoyDictionary-Hiligaynon
línggon,Línggon mo siá. Look upon him. See lingíg.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linggon/,PinoyDictionary-Hiligaynon
línghag,"To muse, think, ponder, be absorbed in, have one's mind occupied with. Nagalínghag siá sang trak nga íya pagalulánan sang humáy níya nga galalíngon. He is thinking about how to get a truck to take his rice to the mill. (see libólíbo, hunâhúnà, dúmdum).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linghag/,PinoyDictionary-Hiligaynon
línghod,"(H) Immature, green, unripe, tender, minor. Línghod pa ang mga páhò. The mangoes are still green, are not yet ripe. Nalinghorán akó sináng mga búnga. Those fruits seem to me to be green, to be unripe. Línghod pa siá sing panuigón. He is still of tender years, is young yet. (see mánghud).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linghod/,PinoyDictionary-Hiligaynon
lingî,To look upon or towards. Lingiá siá. Look on him or at him. (see lingíg).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingi/,PinoyDictionary-Hiligaynon
lingî-língì,"Dim. and Freq. of lingî. Indì ka gánì maglingîlíngì sinâ nga táo, kay maláut sing batásan. Don't even look at that man, because he is a bad character. Ginpalingîlíngì sang ilóy ang íya nga bátà sang halúk. The mother showered kisses on her baby turning it this way and that.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingi-lingi/,PinoyDictionary-Hiligaynon
lingíg,"To look towards, set one's eyes upon. Ilingíg mo sa ákon ang ímong mga matá nga malolóy-on-or-língga akó sang ímong mga matá nga malolóy-on. Turn your merciful eyes upon me. Língga akó. Look at me or towards me. Walâ gid paglíngga siníng bugalón nga manggaránon ang makaloló-oy nga nagapakilímos. This rich fellow did not even deign to bestow a glance on the miserable beggar, did not so much as glance at him. (see lingî, tamúd, balikíd).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingig/,PinoyDictionary-Hiligaynon
lingín,"Confused, worried, perplexed, bemused, puzzled, upset, dizzy, fuddled, in a quandary. (see língin, libúg, hubúg, lipóng).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingin/,PinoyDictionary-Hiligaynon
língin,"To worry, confuse, be upset, etc. Nagalíngin ang íya úlo. He is upset. His head is all of a whirl. Nagalíngin ang íla úlo, kay walâ magabút ang sakayán. Their mind is upset or they are worried, because the boat has not arrived. Palíngna (palingína) ang íya úlo. Perplex him. Cause him some worry. Worry him. (see lingín).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingin/,PinoyDictionary-Hiligaynon
lingín-lingín,"Dim. and Freq. of língin and lingín. Also: idiotic, crazy, fool, simpleton.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingin-lingin/,PinoyDictionary-Hiligaynon
lingít,"Anything borrowed or raised on credit, a loan. (see língit).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingit/,PinoyDictionary-Hiligaynon
língit,"To borrow, get on credit, raise money, run into debt. Maglíngit ka lang ánay sing tátlo ka gántang nga bugás sa kay Fuláno. Just borrow for the present three gantas of hulled rice from N.N. Língta (lingíta) ang íya kwárta. Borrow his money. Palingíta (palíngta) akó sing isá ka sáko nga maís. Lend me a sack of corn. Walâ akó makalíngit sang íya salákyan, kay ginhinakáyan ni Fuláno. I could not borrow his car or vehicle, for it had been hired by N.N. Pinalíngit man níya akó kuntánì sing kwárta, ápang sa karón balasúbas siá. He would have granted me a loan of money, but at present he is out of cash. (see hulám, útang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingit/,PinoyDictionary-Hiligaynon
língkang,"To shake, move to and fro or up and down, jolt, jog, budge, move. Indì siá malíngkang sa íya tinindúgan. He cannot be moved from his position. Lingkangá gid siá. Move him at all costs. Ilíngkang ko iníng bára sa dakû nga bató. I shall try to move the large stone with this crow-bar. (see ínghit, ínkà).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingkang/,PinoyDictionary-Hiligaynon
lingkáng-língkang,"Dim. and Freq. of língkang. Ang káro nagalingkánglíngkang. The cart is shaking, jolting. (see limpálímpa, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingkang-lingkang/,PinoyDictionary-Hiligaynon
língkod,"(H) To sit, sit down, be seated, seat oneself, take a seat. Língkod ka. Be seated. Take a seat. Lingkodí (-orí) ang síya, dílì ang bángkò. Sit down on the chair, not on the bench. Ang mga nagalilíngkod nagtilíndog sa paghátag sing katahurán sa pangúlo-bánwa. Those that were seated rose to their feet to pay their respects to the Municipal President. Walâ siá magpalíngkod sa ákon. He did not offer me a seat. He did not permit me to sit down. (see púngkò).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingkod/,PinoyDictionary-Hiligaynon
lingkódan,"(B) Seat, chair, stool, settle, dais, throne, anything used to be sat upon. (see língkod).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingkodan/,PinoyDictionary-Hiligaynon
"lingkóran, lingkoránan","(H) See lingkódan, lilingkóran, pulungkóan. Nagapúngkò siá sa íya hinariánon nga lingkóran. He sits in his royal throne.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingkoran-lingkoranan/,PinoyDictionary-Hiligaynon
língling,"To peep or squint through a hole, observe secretly through any small aperture. Anó ang ginalíngling mo dirâ? What are you peeping through that hole for? Indì ka maglíngling. Don't peep through holes. Linglingá silá kon anó ang íla ginabúhat dirâ. Watch them through a chink or hole to see what they are doing there. Ginlíngling níya silá nga nagailísip sang pílak. He watched them secretly as they counted the money. Ang kinitáan sang tápì amó ang ginalinglingán níya sa ilá. He peered or peeped at them through the board-seam. (see bántay, panílag).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingling/,PinoyDictionary-Hiligaynon
"língnon, etc.",From língin.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingnon-etc/,PinoyDictionary-Hiligaynon
lingó,"A little meat or fish or the like as a side-dish to the rice, etc. (see súd-an, dáplì, daráplì).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingo/,PinoyDictionary-Hiligaynon
lingô,"Turn one's eyes upon, look sideways, glance aside, etc. See lingî, lingíg.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingo/,PinoyDictionary-Hiligaynon
lingô-lingô,"Dim. and Freq. of lingô-to glance aside, etc. (see lingîlíngì).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingo-lingo/,PinoyDictionary-Hiligaynon
lingó-lingó,"To doubt, waver, vacillate, be in doubt or suspense. (see duhá-dúha, lamálamá).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingo-lingo/,PinoyDictionary-Hiligaynon
lingós-lingós,"To lick, pass the tongue over. (see dílà, dílap).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingos-lingos/,PinoyDictionary-Hiligaynon
língton,From língit-to borrow. Língton mo ang íya humáy. Borrow his rice (all his rice). Língtan mo siá sing humáy. Borrow some rice from him. Borrow some of his rice.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lington/,PinoyDictionary-Hiligaynon
lingwéta,"(Sp. lingueta) A small tongue; any tongue-like band or strap, any small narrow appendage; the reed of a harmonium.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingweta/,PinoyDictionary-Hiligaynon
linibág-líbag,"Quarrelling, discord, dissension, disagreement, difference; to differ, quarrel, disagree, dissent, be at variance with. (see líbag, híbag, suáy-súay, sumpákil, áway, sipák).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linibag-libag/,PinoyDictionary-Hiligaynon
liníbo,"Thousands, by the thousand. Mga liníbo ka táo ang nagtalámbong. Thousands of people were present. (líbo-thousand).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linibo/,PinoyDictionary-Hiligaynon
lininggóhot,"To move about in all directions, as crowds of people in a market, on a feast-day, etc. Nagalininggóhot gid lang ang mga táo sa atubángan sang simbáhan sa ádlaw sang piésta. The people are moving about in crowds or jostling each other in front of the church on the day of the Feast. (see linggóhot, sarumbálì, surumbálì).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lininggohot/,PinoyDictionary-Hiligaynon
línis,"See hínis-to rub, polish, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linis/,PinoyDictionary-Hiligaynon
linmábaw,The middle finger. (see lumábaw).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linmabaw/,PinoyDictionary-Hiligaynon
linó,"(Sp. lino) Flax, linen, sail-cloth, canvas, mosquito-netting.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lino/,PinoyDictionary-Hiligaynon
linô,"To shake, agitate (bottles, etc.). Linoá ang lubí kon láhin na úkon línghod pa. Shake the coconut to see whether it is ripe or not. Naglubúg ang sulúd siníng botílya, kay ginlinô níya. The contents of this bottle have become turbid, because he has shaken it. Linoí akó siníng mga ítlog kon maáyo úkon kanô. Shake these eggs for me to see whether they are (good) fresh or not.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lino/,PinoyDictionary-Hiligaynon
línog,"An earthquake, earth-tremor, seismic disturbance; to quake; tremble, shake. Abáw, nagalínog-or-may línog. Why, there is an earthquake. Kagáb-i naglínog-or-may línog ang kalibútan. Last night there was an earthquake. Nalinógan (Nalíng-an) kamí dídto sa Manílà. We experienced an earthquake in Manila.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linog/,PinoyDictionary-Hiligaynon
linóko,"Foolish, stupid, absurd. Linóko nga hámbal, búhat, etc. Stupid talk, a foolish deed, etc. (lóko, binúang, tinónto, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linoko/,PinoyDictionary-Hiligaynon
linókwan,"Place where cattle lie down and rest. (see lokó, lukú).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linokwan/,PinoyDictionary-Hiligaynon
linóng,"Quietude, peace, tranquillity, calm, calmness; peaceful, tranquil, quiet, calm; to be, become or make calm, etc. Naglinóng na ang íla baláy. Their house is quiet now. Naglinóng na ang íla panimaláy. Their family-life is peaceful now. Linongá ang ínyo pagpuyô. Live quietly together i.e. don't quarrel or the like. Walâ pa maglinóng ang pagpuyô dídto, kay ang bolkán nagatúga pa kag nagapalínog. Life there has not yet become tranquil, because the volcano is active still and causes earthquakes. Ginalinongán gid akó siníng bánwa. This town appears to me to be very quiet, peaceful or tranquil. (see táwhay, dáit, húsay).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linong/,PinoyDictionary-Hiligaynon
líntà,The leech. Pakádtan (Butangán) mo siá sing líntà. Put a leech on him. Apply a leech to him. (see alimátok-the mountain leech).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linta/,PinoyDictionary-Hiligaynon
línta,"To crack, split, burst, cleave. (see litík, balanâ).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linta/,PinoyDictionary-Hiligaynon
lintaán,"Full of leeches. Subâ, talámnan nga lintaán. A river or field, etc., full of, or containing, many leeches. (see lintaón).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lintaan/,PinoyDictionary-Hiligaynon
líntab,Leech. See líntà.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lintab/,PinoyDictionary-Hiligaynon
líntak,"To click one's tongue, etc. See pangalíntak.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lintak/,PinoyDictionary-Hiligaynon
líntang,"A step, stair (of a flight of stairs), rung (of a ladder). See halíntang, halíngtang.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lintang/,PinoyDictionary-Hiligaynon
lintaón,"Pertaining to leeches; full of leeches. (see líntà, lintaán).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lintaon/,PinoyDictionary-Hiligaynon
línti,(Sp. lente) Lens; monocle; magnifying glass. (see tagosílang).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linti/,PinoyDictionary-Hiligaynon
líntì,"Lightning, fork-, sheet-, summer-, lightning, bolt, flash of lightning; to lighten, strike by lightning; also used as a curse: Blast it! or the like. Nagalíntì, may líntì. It is lightening, there is lightning. Nalintián ang lubí dídto. The coconut palm there was struck by lightning. Sa búlan sa Máyo sing masamí may panglíntì kag panagúub. It often lightens and thunders in the month of May. Ang íya baláy nahápit sang líntì kag nasúnug. His house was struck by lightning and burned to the ground. Ginhápit (Hinápit) siá sang líntì kag napatáy. He was struck and killed by lightning. Lintián ikáw! May lightning strike you dead! Curse you! A curse upon you! Líntì! Blast it! Hang it! The dickens! The deuce (take it)! Ay, líntì ikáw! Why, you are a damned nuisance! Oh, líntì, naglupúk ang góma! Oh, damn it, the tyre has burst! Indì ka magpangyáwà kag magpanglíntì, kay maláw-ay. Don't curse and swear. Don't use so frequently the expressions ""yáwà"" and ""líntì"", because it is unbecoming. (see kilát, pangilát, kilás, yáwà, yámat).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linti/,PinoyDictionary-Hiligaynon
líntok,"(H) The smaller, finer particles of rice chaff after pounding, bran, usually fed to pigs, etc. The larger parts (lábhang) are made use of for cleaning plates or the like. (see upá).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lintok/,PinoyDictionary-Hiligaynon
líntong,"To be confused, worried, perplexed. Nagalíntong ang íya úlo karón tungúd sang íya útang. He is worried now about his debt. Nagapalíntong siá sang íya úlo. He is cudgelling his brains. (see libúg).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lintong/,PinoyDictionary-Hiligaynon
linúbid,"Made up in a string or cord, corded, by the cord or string. Nakabakál akó sing tabákò nga linúbid. I bought some tobacco by the cord. Bákli akó sing pilá ka tabákò nga linúbid. Buy me some corded or stringed tobacco leaves (for chewing). (see lúbid).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linubid/,PinoyDictionary-Hiligaynon
linúgaw,"Gruel, rice-porridge, rice boiled very soft and crushed to pulp in a generous allowance of water, often given to sick people. (see lúgaw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linugaw/,PinoyDictionary-Hiligaynon
linúgus,Forced; ravished by force. (see lúgus).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linugus/,PinoyDictionary-Hiligaynon
linukúsan,"Circumference, periphery, distance round. (see lúkus, líkus).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linukusan/,PinoyDictionary-Hiligaynon
linúmban,"Mended, patched, having gaps filled up, etc. See lunúb. Indì mo paggamíton sa pándut ang linúmban. Don't wear patched clothes at the town-feast.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linumban/,PinoyDictionary-Hiligaynon
