word,POS symbol,POS word,meaning,sentiment score,sentiment
kasulya,NN,noun,(christianity) chasuble,0.0,Neutral
katalágman,NN,noun,"danger, hazard, harm, damage.",-0.878,Negative
katalaka,JJ,adjective,"annoying, bothersome",-0.612,Negative
katalanghága’,JJ,adjective,"unbelievable, incredible.",0.202,Positive
katápu’,NN,noun,"member, a person who is in something as a member.",0.0,Neutral
katáru,NN,noun,"cold, running nose.",0.0,Neutral
katáru,VB,verb,to have a cold.,0.0,Neutral
katáw,NN,noun,"nymph, mermaid.",0.0,Neutral
katá’katá’,VB,verb,"to talk idly, to gossip.",-0.178,Negative
katig,NN,noun,outrigger,0.0,Neutral
katolikó,NN,noun,"catholic, a member of the roman catholic church.",0.0,Neutral
katórse,CD,numeral,fourteen.,0.0,Neutral
kátre,NN,noun,bed.,0.0,Neutral
katsila,JJ,adjective,"spanish
synonym: espanyol",0.0,Neutral
katsila,NN,noun,"spanish
synonym: espanyol",0.0,Neutral
katsíla’,NN,noun,spaniard.,0.0,Neutral
katúl,JJ,adjective,itchy.,-0.273,Negative
katúl,VB,verb,to be itchy.,-0.273,Negative
katulundan,NN,noun,sunset,0.0,Neutral
katúmbal,NN,noun,pepper plant and fruit.,0.0,Neutral
katúndan,NN,noun,west.,0.0,Neutral
katungdánan,NN,noun,"duty, responsibility, obligation.",0.0,Neutral
kaulangan,VB,verb,"handicap
synonym: kaninan",0.0,Neutral
kauswagan,NN,noun,"advancement; improvement
synonym: kalamboan",0.459,Positive
kawa,NN,noun,alternative form of kava.,0.0,Neutral
káwat,NN,noun,"burglar, thief, robber.",-0.791,Negative
káwat,JJ,adjective,"thief, robber.",-0.791,Negative
káwat,VB,verb,"to steal, to rob.",-0.778,Negative
kawatan,NN,noun,"a toy
an paborito kong kawatan.my favorite toy.",0.459,Positive
káway,VB,verb,"to dangle, to wave a hand, to wave in the wind.",0.494,Positive
kawayan,NN,noun,"bamboo
synonyms: kalap, butong",0.0,Neutral
kawáyan,NN,noun,bamboo.,0.0,Neutral
kawayanan,NN,noun,bamboo grove or plantation,0.0,Neutral
kawing,NN,noun,present participle and gerund of kaw,0.0,Neutral
kawing,VB,verb,present participle and gerund of kaw,0.0,Neutral
kawit,NN,noun,"hook
synonym: gantso",0.0,Neutral
kawkus,NN,noun,caucus,0.0,Neutral
káw’it,NN,noun,hook.,0.0,Neutral
káw’it,VB,verb,"to hook in, to take hold of by a hook.",0.0,Neutral
kayába,VB,verb,to hurry up.,0.0,Neutral
kayumánggi’,JJ,adjective,"dark brown in complexion, tan.",0.0,Neutral
ka’agánhun,NN,noun,"dawn, early morning.",0.0,Neutral
ka’áway,NN,noun,"enemy, opponent, foe.",-0.751,Negative
ka’ína,RB,adverb,"earlier, a while ago.",0.0,Neutral
ka’íngin,NN,noun,"uphill land, land cleared by burning.",0.103,Positive
ka’íngin,VB,verb,to clear a piece of land by burning.,0.382,Positive
ka’ugalíngun,NN,noun,"own self, one’s own.",0.0,Neutral
ka’ún,VB,verb,"to eat, to devour.",0.0,Neutral
kemiká,NN,noun,chemistry.,0.0,Neutral
kemikó,NN,noun,chemist.,0.0,Neutral
kerída,NN,noun,"mistress, a woman with whom a man cohabitates without the advantage of marriage.",-0.188,Negative
késo,NN,noun,cheese.,0.0,Neutral
kíbul,NN,noun,corn on the feet.,0.0,Neutral
kíbul,VB,verb,to become calloused.,0.0,Neutral
kibún,VB,verb,"to surround, to besiege.",0.0,Neutral
kibút,VB,verb,"to surprise, to jolt, to startle.",-0.052,Negative
kibú’,VB,verb,"to throb, to pound continuously like a heart.",0.772,Positive
kidkid,VB,verb,"to cut in thin slices, to slice very thinly.",-0.273,Negative
kigás,NN,noun,dryness.,0.0,Neutral
kigás,JJ,adjective,"dry, blight.",0.0,Neutral
kíhad,VB,verb,"to slice, with a knife.",0.0,Neutral
kílag,VB,verb,to look about curiously.,0.0,Neutral
kilála,NN,noun,"acquaintance, person with whom one has a facial acquaintance.",0.0,Neutral
kilat,NN,noun,lightning (flash of light),0.0,Neutral
kilát,NN,noun,lightning.,0.0,Neutral
kilay,NN,noun,(anatomy) eyebrow; brow,0.0,Neutral
kílay,NN,noun,eyebrow.,0.0,Neutral
kílid,RB,adverb,"beside, on the brink.",0.0,Neutral
kílo,NN,noun,kilogram.,0.0,Neutral
kilométro,NN,noun,"kilometer, unit of distance measure which is equal to approximately 0.62 miles.",0.0,Neutral
kímpit,NN,noun,"pincer, prong, hair clip.",0.0,Neutral
kímpit,VB,verb,"to pick with a pincer, to pin hair together.",0.0,Neutral
kina-…-an,NN,noun formative,noun formative affix designating plurality.,0.0,Neutral
kinabúhi’,NN,noun,"life, life cycle.",0.0,Neutral
kinahánglan,VB,verb,"to have need of, to demand.",-0.128,Negative
kinam,VB,verb,taste,0.0,Neutral
kinánglan,VB,verb,variant of kinahánglan.,0.0,Neutral
kinataohan,NN,noun,birthday,0.0,Neutral
kinaw,VB,verb,"glisten, shine, sparkle",0.421,Positive
kina’ádman,NN,noun,science.,0.0,Neutral
kíngki,NN,noun,native oil or kerosene lamp made usually of an empty bottle with coconut oil or kerosene and a wick.,-0.202,Negative
kinot,VB,verb,nominative plural of kino,0.0,Neutral
kínse,CD,numeral,"fifteen.;  bimonthly, fortnightly.",0.0,Neutral
kíntsay,NN,noun,celery.,0.0,Neutral
kínut,JJ,adjective,"thrifty, economical, frugal.",0.0,Neutral
kíput,VB,verb,"to shut, to close.",0.0,Neutral
kiráb,VB,verb,"to flash, to spark.",0.226,Positive
kisáp,VB,verb,"to blink, to twinkle, to open and shut the eyes rapidly.",0.0,Neutral
kískis,VB,verb,"to scrape with a sharp instrument, to rub with something sharp.",0.0,Neutral
kita,PRP,pronoun,we (inclusive),0.0,Neutral
kita,VB,verb,we (inclusive),0.0,Neutral
kitá,PRP,pronoun,we (inclusive first person plural nominal pronoun).,0.0,Neutral
kíta’,VB,verb,to see each other.,0.0,Neutral
kitíd,JJ,adjective,"slim, narrow.",0.0,Neutral
kí’um,VB,verb,to close lips together.,0.0,Neutral
kláse,NN,noun,class.,0.0,Neutral
klásiko,JJ,adjective,classic.,0.0,Neutral
kliniká,NN,noun,clinic.,0.0,Neutral
kóbra,VB,verb,to collect money.,0.0,Neutral
kóbra,NN,noun,collector.,0.0,Neutral
kobrekáma,NN,noun,bedspread.,0.0,Neutral
kodák,NN,noun,"camera, picture.",0.0,Neutral
koléhiyo,NN,noun,"college, especially a religious-order-managed school.",0.0,Neutral
kolékta,NN,noun,money collection in church.,0.0,Neutral
kolékta,VB,verb,"to collect, to gather together.",0.0,Neutral
kolera,NN,noun,"anger, rage
synonym: amorru",-0.807,Negative
kolerá,NN,noun,"cholera, dysentery.",0.0,Neutral
kolintas,NN,noun,rosary,0.0,Neutral
kolíntas,NN,noun,necklace.,0.0,Neutral
kolór,NN,noun,color.,0.0,Neutral
koltson,NN,noun,mattress,0.0,Neutral
komersyánte,NN,noun,small-time businessman who peddles his wares moving from one town to another during market days.,0.0,Neutral
komidór,NN,noun,diningroom.,0.0,Neutral
kompányar,VB,verb,"to accompany with a piano, to join in.",0.296,Positive
kompanyero,NN,noun,"companion
synonyms: kaibahan, kabohan",0.0,Neutral
konbensyon,NN,noun,"convention, meeting",0.0,Neutral
kondisyón,NN,noun,"condition, mood, good physical condition.",0.44,Positive
koného,NN,noun,"rabbit, hare.",0.0,Neutral
kongkréta,NN,noun,"concrete, cement.",0.0,Neutral
kongresísta,NN,noun,"congressman, representative to congress.",0.0,Neutral
kongréso,NN,noun,"congress, legislature.",0.0,Neutral
konsehál,NN,noun,"municipal councilman, councilman.",0.0,Neutral
konsého,NN,noun,"municipal council, body of elected councilmen.",0.0,Neutral
konsyérto,NN,noun,orchestra concert.,0.0,Neutral
kóntra,NN,noun,"opponent, enemy.",-0.542,Negative
kóntra,VB,verb,"to oppose, to resist, to counteract.",0.0,Neutral
kontráto,NN,noun,"agreement, legal contract.",0.572,Positive
kópya,NN,noun,"copy, duplicate.",0.0,Neutral
kópya,VB,verb,"to copy, to duplicate.",0.0,Neutral
korason,NN,noun,"(anatomy) heart
synonym: kasingkasing",0.637,Positive
kordéro,NN,noun,lamb.,0.0,Neutral
koréo,NN,noun,"mail, post office.",0.0,Neutral
kóro,NN,noun,"choir, chorus, place where the choir stays in church.",0.0,Neutral
koróna,NN,noun,crown.,0.0,Neutral
korpínyo,NN,noun,corset.,0.0,Neutral
kórte,NN,noun,"shape, design, judicial court.",0.0,Neutral
kortesíya,NN,noun,"courtesy, politeness.",0.361,Positive
kortína,NN,noun,"curtain, drape.",0.0,Neutral
koryénte,NN,noun,"electric wire, electric current.",0.0,Neutral
koryénte,VB,verb,to get electrocuted.,0.0,Neutral
kostúra,VB,verb,to sew a dress.,0.0,Neutral
kostúra,NN,noun,dressmaker.,0.0,Neutral
kótse,NN,noun,"car, automobile.",0.0,Neutral
krayóla,NN,noun,crayon.,0.0,Neutral
kriminál,NN,noun,"criminal, convict.",-0.527,Negative
kristál,NN,noun,"crystal, glass.",0.0,Neutral
krísto,NN,noun,jesus christ.,0.0,Neutral
kristyáno,NN,noun,christian.,0.0,Neutral
ku,PRP,pronoun,"i, me.",0.0,Neutral
kúbay,VB,verb,"to line up, to fall in line.",0.0,Neutral
kubrekama,NN,noun,bedsheet; bedspread,0.0,Neutral
kubús,JJ,adjective,"poor, destitute.",-0.477,Negative
kudál,NN,noun,"fence, enclosure.",0.0,Neutral
kúdkud,VB,verb,to grate with a grater.,0.0,Neutral
kudkurán,NN,noun,"grater, native grater of jagged iron spoon-like shape nailed to a wooden seat.",0.0,Neutral
kúdlit,NN,noun,"line, mark.",0.0,Neutral
kúdlit,VB,verb,"to line, to mark, to draw with a pencil.",0.0,Neutral
kudyapi,NN,noun,a boat-shaped lute,0.0,Neutral
kugá’,VB,verb,"to throttle, to strangle, to choke.",-0.542,Negative
kúgmat,NN,noun,"terror, dread.",-0.751,Negative
kúgmat,VB,verb,"to be terrified, to be frightened, to be scared.",-0.869,Negative
kúgus,VB,verb,"to bear, to hug, to cradle like a baby, to carry a baby in the arms.",0.681,Positive
kúha’,VB,verb,"to take, to get, to take away, to procure.",0.0,Neutral
kúhit,VB,verb,"to touch slightly to draw attention, to nudge.",0.0,Neutral
kukú,NN,noun,finger or toe nail.,0.0,Neutral
kulá,NN,noun,"glue, paste.",0.0,Neutral
kulákig,JJ,adjective,"sickly, emaciated.",0.0,Neutral
kulámug,NN,noun,dried mucus in the nose.,0.0,Neutral
kúlang,JJ,adjective,"lacking, incomplete, inadequate, short of.",-0.402,Negative
kúlang,VB,verb,"to fall short of, to be inadequate.",-0.402,Negative
kulantro,NN,noun,cilantro (us); coriander (uk),0.0,Neutral
kúlba’,NN,noun,"anxiety, nervousness.",-0.44,Negative
kúlba’,VB,verb,"to be nervous, to be afraid.",-0.273,Negative
kulíhut,RB,adverb,"last, hindmost.",0.0,Neutral
kúli’,JJ,adjective,"slow, weak.",-0.44,Negative
kulú,NN,noun,breadfruit.,0.0,Neutral
kulúb,JJ,adjective,"inverted, upset, turned over.",-0.382,Negative
kulúb,VB,verb,"to invert, to turn over a deep container so that the bottom is up.",0.0,Neutral
kúlun,NN,noun,clay cooking pot.,0.0,Neutral
kulúng,VB,verb,"to cage, to imprison.",0.0,Neutral
kulyápis,JJ,adjective,emaciated.,0.0,Neutral
kumalágku’,NN,noun,"thumb, big toe.",0.0,Neutral
kumbúya,NN,noun,partner.,0.0,Neutral
kumbuyahán,NN,noun,"company, partnership.",0.0,Neutral
kumpaníya,NN,noun,"company, business enterprise.",0.0,Neutral
kumpáre,NN,noun,"comrade, relationship between the godfather and parents of the godchild.",0.0,Neutral
kumpisár,NN,noun,confession.,0.0,Neutral
kumpisár,VB,verb,"to confess, to tell the truth.",0.318,Positive
kúmud,VB,verb,"to grumble, to murmur, to sulk.",0.0,Neutral
kún,CC,conjunction,"if, possibly if, provided that.",0.0,Neutral
kundíman,NN,noun,"filipino song which depicts mood changes of the people, usually written in the native languages and composed by filipinos.",0.0,Neutral
kúndi’,CC,conjunction,"although, but, well, therefore, might as well.",0.649,Positive
kuning,NN,noun,yellow,0.0,Neutral
kuntáni’,RP,particle,"maybe, if possible, i hope.",0.44,Positive
kunú,RP,particle,"according to, he or she said.",0.0,Neutral
kunúl,JJ,adjective,"interrupted, shrank, dry (like a river).",0.077,Positive
kunúl,VB,verb,"to cease, to stop flowing, to run dry as a river.",-0.296,Negative
kunúp,NN,noun,"cloak, coat, overcoat.",0.0,Neutral
kunút,JJ,adjective,wrinkled.,0.0,Neutral
kunút,VB,verb,"to wrinkle, to crumple.",0.0,Neutral
kúnyag,NN,noun,"chill, cold chill.",0.0,Neutral
kúnyag,VB,verb,"to shake with chills, to shiver.",-0.178,Negative
kúpkup,NN,noun,"embrace, hug.",0.66,Positive
kúpkup,VB,verb,"to embrace, to hug.",0.66,Positive
kupú’,VB,verb,"to hang onto tightly, to embrace tightly, to cling to, to stick to like a lizard.",0.586,Positive
kúra,NN,noun,"pastor of a parish, minister in charge of a certain area.",0.273,Positive
kúrba,NN,noun,curve.,0.0,Neutral
kúrba,VB,verb,"to twist, to bend, to turn, to curve.",0.0,Neutral
kurbáda,NN,noun,"street corner, street curve.",0.0,Neutral
kurbáta,NN,noun,necktie.,0.0,Neutral
kuribúng,VB,verb,to isolate in a quiet room.,-0.202,Negative
kuring,NN,noun,cat,0.0,Neutral
kuríng,NN,noun,cat.,0.0,Neutral
kurinút,JJ,adjective,"creased, wrinkled.",0.0,Neutral
kurinút,NN,noun,"crease, fold, wrinkle.",0.0,Neutral
kurinút,VB,verb,"to fold, to crease, to wrinkle.",0.0,Neutral
kurisúng,NN,noun,frown.,0.0,Neutral
kurisúng,VB,verb,to frown.,0.0,Neutral
kúrit,NN,noun,"line, mark, pencil mark.",0.0,Neutral
kúrit,VB,verb,"to make a line, to draw on paper with a pencil, to mark with a pencil.",0.0,Neutral
kúri’,JJ,adjective,"slow, weak.",-0.44,Negative
kúri’,VB,verb,"to be slow, to have difficulty.",-0.34,Negative
kúrug,VB,verb,"to shiver, to tremble, to shake.",-0.421,Negative
kusámkusám,VB,verb,"to taste, to partake of a little food.",0.0,Neutral
kusina,NN,noun,kitchen,0.0,Neutral
kusína,NN,noun,kitchen.,0.0,Neutral
kusinéro,NN,noun,cook.,0.0,Neutral
kusípad,VB,verb,"to thumb through, to pick with the fingers like corn from the cob.",0.361,Positive
kúsi’,NN,noun,"pinch, small piece.",0.0,Neutral
kúsi’,VB,verb,"to press or nip with fingernails, to pinch.",0.0,Neutral
kúskus,VB,verb,to scrape with a sharp instrument or with a scraper.,0.0,Neutral
kusúg,JJ,adjective,"strong, energetic, healthy.",0.836,Positive
kusúg,NN,noun,"energy, strength.",0.649,Positive
kusúg,VB,verb,"to become strong, to be energetic.",0.735,Positive
kutáwkutáw,VB,verb,"to dilute, to mix with water.",0.0,Neutral
kúta’,NN,noun,"prison, fort.",-0.511,Negative
kutíng,NN,noun,kitten.,0.0,Neutral
kutíngkúting,VB,verb,"to pluck or strum a guitar, to pluck a string instrument.",0.0,Neutral
kútis,NN,noun,"skin complexion, facial complexion.",0.0,Neutral
kutkut,NN,noun,alternative spelling of kutkot,0.0,Neutral
kútkut,NN,noun,hole in the ground.,0.0,Neutral
kútkut,VB,verb,"to excavate, to dig, to scoop out dirt from the ground so as to make a hole.",-0.202,Negative
kuto,NN,noun,louse,-0.382,Negative
kutsara,NN,noun,spoon,0.0,Neutral
kutsára,NN,noun,tablespoon.,0.0,Neutral
kutsarita,NN,noun,teaspoon,0.052,Positive
kutsaríta,NN,noun,teaspoon.,0.052,Positive
kutséro,NN,noun,"coachman, rig driver, man who drives a kalésa.",-0.128,Negative
kutsilyo,NN,noun,(cutlery) kitchen knife,0.0,Neutral
kutsílyo,NN,noun,knife.,0.0,Neutral
kútsukútsu,NN,noun,"rumor, hearsay.",0.0,Neutral
kútsukútsu,VB,verb,"to chitchat, to gossip, to be rumored.",-0.178,Negative
kutsún,NN,noun,"cushion, bed mattress.",0.0,Neutral
kútub,RB,adverb,until.,0.0,Neutral
kutud,NN,noun,"boundary, line",0.0,Neutral
kutúl,VB,verb,"to pick, to pluck from a plant, to gather flowers.",0.0,Neutral
kútut,VB,verb,to sting as a bee or a wasp.,0.0,Neutral
kuul,NN,noun,"ball, especially a heavy one",0.0,Neutral
kuyámpad,VB,verb,"to run, to scamper off.",0.0,Neutral
kúymi,NN,noun,cashier.,0.0,Neutral
kú’ku’,VB,verb,to stoop.,0.0,Neutral
kú’ub,VB,verb,"to bow, to bend the head as if in hiding.",-0.296,Negative
kú’ut,VB,verb,"to feel for, to fish out with the hand, to put one’s hand or arm in a hole.",0.751,Positive
kwadérno,NN,noun,notebook.,0.0,Neutral
kwadra,NN,noun,shed,0.0,Neutral
kwádra,NN,noun,stable.,0.296,Positive
kwádro,NN,noun,"frame, picture frame.",0.0,Neutral
kwáku,NN,noun,"pipe, tobacco pipe.",0.0,Neutral
kwán,RP,particle,whatchamacallit.,0.0,Neutral
kwarénta,CD,numeral,forty.,0.0,Neutral
kwarentenas,NN,noun,quarantine,0.0,Neutral
kwárta,NN,noun,"money, cold cash.",0.0,Neutral
kwártakwárta,NN,noun,play money.,0.34,Positive
kwárto,NN,noun,"room, enclosed area, bedroom.",0.0,Neutral
kwátro,CD,numeral,four.,0.0,Neutral
kwéba,NN,noun,cave.,0.0,Neutral
kwélyo,NN,noun,"collar, back of the neck.",0.0,Neutral
kwénta,NN,noun,"account, balance account.",0.0,Neutral
kwénta,VB,verb,"to account, to solve, to balance.",0.202,Positive
kwérdas,NN,noun,string for a string instrument.,0.0,Neutral
kwítis,NN,noun,fireworks.,0.0,Neutral
kwítis,DT,deictic,,0.0,Neutral
laba,JJ,adjective,"length (measurement)
synonym: lawig
antonym: lipot",0.0,Neutral
labá,VB,verb,"of clothes, to wash.",0.0,Neutral
labá,NN,noun,laundrywoman.,0.0,Neutral
labábu,NN,noun,"lavabo, washbasin.",0.0,Neutral
lábag,VB,verb,"to be against, to violate.",-0.494,Negative
labaha,NN,noun,"razor
synonym: pang-ahit",0.0,Neutral
labáha,NN,noun,"razor blade, razor.",0.0,Neutral
labán,CC,conjunction,"besides, except, moreover, furthermore.",0.0,Neutral
labatíba,NN,noun,enema.,0.0,Neutral
labatíba,VB,verb,to give or apply an enema.,0.0,Neutral
labáw,RB,adverb,"aside from, besides, more than.",0.0,Neutral
labáw,VB,verb,"to surpass, to exceed.",0.0,Neutral
labáy,VB,verb,"to go through, to pass by.",0.0,Neutral
lába’,NN,noun,"length, duration, extent.",0.0,Neutral
lába’,JJ,adjective,"long, extending for a considerable distance.",0.0,Neutral
labí,RB,adverb,"more than, exceedingly.",0.0,Neutral
labí,VB,verb,"to exceed, to surpass.",0.0,Neutral
labúgay,VB,verb,"to stir, to mix especially liquids.",0.0,Neutral
lábut,NN,noun,"business, concern.",0.0,Neutral
labú’,VB,verb,"to strike with a machete or an ax, to smite with great force.",0.557,Positive
lábyug,VB,verb,"to hurl, to fling, to throw to a far distance.",0.0,Neutral
láb’as,JJ,adjective,"raw, fresh as of fruits and vegetables.",0.318,Positive
láb’uk,VB,verb,"to sip, to take a draught.",0.0,Neutral
ládlad,VB,verb,"to open, to spread, to unfold.",0.0,Neutral
lae,NN,noun,(international standards) iso 639-3 language code for pattani.,0.0,Neutral
lag-it,NN,noun,"cheat, imposter, sneak, swindler, trickster",-0.599,Negative
lag-it,VB,verb,"cheat, imposter, sneak, swindler, trickster",-0.599,Negative
lagabúng,VB,verb,"to fall to the ground with a flop, to rumble.",-0.34,Negative
lagari,NN,noun,saw (tool),0.0,Neutral
lagári’,NN,noun,"saw, carpenter’s tool.",0.0,Neutral
lagári’,VB,verb,to cut with a saw.,-0.273,Negative
lagás,VB,verb,"to pursue, to run after, to chase.",0.0,Neutral
lagátik,NN,noun,"snap, clicking sound.",0.0,Neutral
lagatúk,NN,noun,"snap, dull thud, dull sound.",-0.66,Negative
lágawlágaw,VB,verb,"to wander about, to roam around, to stroll.",0.0,Neutral
lágda’,NN,noun,"mark, sign, signature.",0.0,Neutral
lági,RB,adverb,"frequently, often.",0.0,Neutral
lágpit,NN,noun,rat trap.,-0.318,Negative
lágtum,JJ,adjective,"black, dark.",0.0,Neutral
lagú,NN,noun,earthworm.,0.0,Neutral
lagú’,NN,noun,"soiled clothes, laundry.",0.0,Neutral
lagwerta,NN,noun,alternative form of laguwerta,0.0,Neutral
lagwérta,NN,noun,"lawn, yard, orchard.",0.0,Neutral
lagwertero,NN,noun,gardener,0.0,Neutral
lágyu’,RB,adverb,"far, at a distance.",0.0,Neutral
lágyu’,VB,verb,"to run away, to flee, to go to a far off place.",0.0,Neutral
laham,VB,verb,"to touch, feel",0.0,Neutral
